load_0,load_1,load_2,load_3,load_4,load_5
0.003012844917312822,0.0030217324225841873,0.0030316434199503545,0.003089499578402268,0.003015783998756113,0.00308160368212099
0.0030464159212633193,0.00300146725772674,0.0030046138598007824,0.003052066273739903,0.003069919073529481,0.0030310959252870936
0.003048466081626222,0.003089667722365469,0.003010398935784361,0.003082049226745156,0.0030634961302015286,0.003047623296863081
0.003067750113106002,0.0030097478186578612,0.003066479552740313,0.0030554899239859184,0.003065183622388423,0.003048912569014928
0.0030630101549388267,0.00309486792829856,0.003030003374777398,0.003052211396595895,0.003066745644915745,0.0030499620232012125
0.003048683743295527,0.003057511407321249,0.0030433467675201205,0.0030422162220258447,0.0030853255898749044,0.0030774313018546765
0.003081663012094362,0.0030828566022866265,0.0030069992151028338,0.0030918820330644806,0.003049109810270018,0.0030033471104039798
0.003014368399016469,0.0030522337625127445,0.0030643136646726367,0.0030634292535024928,0.0030270046290410864,0.003014134871168482
0.0030511680275597457,0.0030811669057421096,0.003009212131516754,0.003029944326952193,0.003037270972326768,0.00307462064375127
0.0030876193823729517,0.003078923581439775,0.0030205193341049405,0.0030163853513182847,0.0030868194078642604,0.003047156732118409
0.0030718821042792963,0.0030590795536380192,0.0030716388687123926,0.0030197861290786354,0.0030863520099590706,0.0030411911647710657
0.003017317174349126,0.0030169634864712414,0.0030387734526177166,0.0030235090725149777,0.0030950617659030477,0.00306554606584302
0.003093453735787161,0.0030185957531659066,0.0030899444878309907,0.0030391295447357095,0.0030951849432873375,0.003026536412426933
0.003032786891357418,0.0030902141224863683,0.0030396789659103197,0.0030153435298267204,0.003062621755408818,0.0030584920281120755
0.00300474672950947,0.0030432899458207037,0.0030556122576674825,0.0030914821235608026,0.003017700517824644,0.003011280245128901
0.0030844959022656225,0.0030359058536491897,0.003058281625479493,0.0030034272238853707,0.0030449007764695576,0.00304468263717239
0.0030387497217963517,0.003088587133172389,0.0030775589642059718,0.003087371931741061,0.0030432446507505442,0.003053894557692854
0.0030996838129333194,0.0030676472188443413,0.003022539748037629,0.0030515404084037615,0.0030648056728557003,0.003088821124526279
0.003075916975766534,0.0030599092599336306,0.003036832480093052,0.003098808891145932,0.0030877043107245534,0.003044387890157224
0.003048224235997642,0.0030961458399129593,0.0030498286835038755,0.003072969329491893,0.0030475396544114713,0.0030123124865786294
0.0030164512014246563,0.0030983354681038055,0.0030779139633910014,0.0030748942800830135,0.003089241914841635,0.0030388612787079984
0.0030771026273506688,0.0030881069888432163,0.003062882363307896,0.003024296561417581,0.0030684752586159535,0.003070625104459934
0.003022680163249209,0.003018369107170089,0.003011996262674824,0.0030942551774756455,0.003000596481464164,0.003093470208624238
0.00300300809834773,0.003078246933183898,0.0030528869239303323,0.003004366698288438,0.003092332057122491,0.0030469443543830236
0.0030222909566516125,0.003035706948652267,0.0030881381239852906,0.003066296243318069,0.003094826814960153,0.003018130660192177
0.003037204363283952,0.0030054059988028304,0.0030583307237579487,0.0030625339733172195,0.0030099275042115422,0.0030893024780293795
0.0030462863927232264,0.0030601228109834754,0.003034406829081767,0.003058805667691884,0.003064462290903464,0.0030563192551300838
0.00307334828112253,0.0030352013785661654,0.0030412854601677463,0.0030786813178720605,0.0030954926759797973,0.0030438818982504254
0.003093667171402121,0.0030669037669326144,0.003013308166483224,0.0030411814431626958,0.0030754179264856807,0.0030417181290186127
0.0030285441073003277,0.0030527446602126845,0.003028588633558455,0.003037786777750081,0.0030520277794864525,0.003009065731841067
0.003001289596394216,0.0030549284897681125,0.0030469059955765872,0.003017904169664591,0.003012033793452776,0.0030886108730644297
0.003065914494887653,0.003079974239223549,0.003087816641897643,0.0030305149793189625,0.0030512258206559137,0.0030313757327131733
0.003079712230969474,0.0030956563302171245,0.003042315532660308,0.0030480537831697376,0.003074897330713718,0.0030117362087295004
0.0030462796174409086,0.0030216835522009237,0.003016766260732742,0.00307650365586036,0.0030112225874740603,0.0030111057550304987
0.003051260832677082,0.0030655082538883546,0.0030657126201078595,0.003034289565941674,0.003097680981824771,0.003028566757425676
0.0030293372415034197,0.003060687343776125,0.0030692661678416206,0.0030148754013395998,0.0030595721535765026,0.003087503121468827
0.0030463266162102797,0.003034440904643824,0.0030490069015495984,0.003046096963666203,0.0030024959393534713,0.003027456755492237
0.0030396713291316936,0.003019884925523408,0.0030244611823893085,0.0030260121038792097,0.003002932330375873,0.00307106764673847
0.0030407065458730865,0.0030172927233681262,0.0030602009678765544,0.0030093454478129175,0.003055749571469846,0.003063068679100085
0.0030243668430393338,0.0030760225523930314,0.0030125441109580624,0.003094233052477249,0.003081873754097915,0.0030770159746802894
0.003090240504791117,0.0030526316074877846,0.0030149470430600035,0.0030499360815655152,0.0030038325382399866,0.0030276806918254373
0.003096360237649758,0.003030109560434671,0.003094062101018495,0.003058228862793501,0.0030902131417454874,0.0030375095416343132
0.003078552540902766,0.003093637516500911,0.003061187717627901,0.003055596496893446,0.0030782283254605267,0.0030784945069603554
0.0030415766848843704,0.0030511443542515877,0.0030176242677100646,0.0030714630606695627,0.003092966282448368,0.0030180283728682305
0.0030307597677011137,0.0030327424610611673,0.0030222267007474018,0.0030664527606145556,0.0030498803821460054,0.0030574558190767653
0.003085906551420114,0.0030663219999020933,0.0030495872196938723,0.003097867868854644,0.0030029000767830463,0.00302781156226107
0.003070664087202372,0.0030208065718921773,0.003013974087737528,0.003008023452216228,0.0030514834568856225,0.0030601536901096785
0.0030277975560360363,0.0030594903252886023,0.0030592154030450553,0.0030191905452577722,0.0030105250656000484,0.0030799929989694603
0.003036655716713848,0.0030280177754289993,0.003060004479006687,0.003060599099663936,0.003045640346635043,0.003037160600168957
0.0030232572432055717,0.0030077827198195313,0.0030291390693932435,0.0030770443035635954,0.0030660353565784317,0.003083566646312854
0.0030239512344529193,0.0030966310750286394,0.003084180204763403,0.003059840406678833,0.003000564244990133,0.003036389807869635
0.0030262653302665517,0.0030594767438761024,0.003052161785793745,0.003048584020384124,0.0030845717230250412,0.0030497879009875745
0.003048219502481216,0.003061595734076596,0.0030668327791904975,0.0030524345234323566,0.003072776962461431,0.0030741498602246
0.0030552128620306403,0.0030334645020364155,0.003022812141263867,0.0030328169456595813,0.0030387787445288125,0.0030914160493879686
0.003082078285265905,0.0030749079097382717,0.00307064639502095,0.003090522958193439,0.00303490853747078,0.0030274300528659874
0.0030092626448448897,0.003049395182758467,0.003086417969250006,0.00307458635294829,0.003002167522183582,0.003051383360336548
0.003042941849229686,0.003003939856320074,0.003093863260150417,0.003070246053668456,0.0030215831942899873,0.003003928882770692
0.0030752612073726305,0.0030947904294056586,0.003054383378063096,0.003006338513149071,0.0030947670207627943,0.003054572096833087
0.0030238276339765568,0.0030567145342540454,0.003064966334724094,0.0030823224660082985,0.003054679711438412,0.003002788408361933
0.0030221058458698253,0.00300644178796031,0.003047401340635865,0.003038334194461629,0.0030597175712949987,0.003016421788054003
0.003048683966028092,0.003074068982230788,0.0030511794177443654,0.0030773799989319284,0.003035068411104374,0.00307286753282632
0.0030219930200347197,0.0030156853123737243,0.0030349830125843817,0.003061710618043452,0.0030454643992459704,0.003077366009810935
0.0030634845443885178,0.003072628040404545,0.0030859209158613926,0.0030484223223494113,0.0030718333837804245,0.003039652407775309
0.0030466245840400233,0.003081997126121679,0.0030907434812985374,0.003034565070024368,0.0030362126586898778,0.0030974752577307245
0.003020638102082023,0.003036745387455902,0.0030094795192515344,0.0030471819367193843,0.0030783292318377737,0.0030189296489217697
0.0030198409866561008,0.00308016007672433,0.003059019542243545,0.00309054800489259,0.003006832371806279,0.003015277249388158
0.003064310011676641,0.0030944153961899503,0.0030903159452339486,0.003002616369634712,0.0030768322207603478,0.003062650759047931
0.003052467052960553,0.0030991494822540902,0.003063480670715455,0.003099976034994479,0.0030891012726630587,0.0030146611294032707
0.0030659760981660102,0.003069316087120879,0.0030267427662039833,0.0030578102235244956,0.0030906426511179263,0.003095405186362006
0.003057102298945163,0.00300694030828746,0.003075183767761346,0.0030840102502338366,0.003009242003890231,0.003082920819641963
